"datazone","avg_median_price"
"S01001109",156324.715447154
"S01001110",77100
"S01001111",87382.6086956522
"S01001112",126774.208333333
"S01001113",98378.2105263158
"S01001114",97362.2608695652
"S01001115",85834.7457627119
"S01001116",98006.5263157895
"S01001117",92825
"S01001118",112549.019607843
"S01001119",121819.927272727
"S01001120",160092.361111111
"S01001121",77122.3225806452
"S01001122",97321.6911764706
"S01001123",163907.865168539
"S01001124",108681.818181818
"S01001125",85772.7272727273
"S01001126",152948.093023256
"S01001127",120541.666666667
"S01001128",161235.294117647
"S01001129",74042.1276595745
"S01001130",78469.387755102
"S01001131",105783.870967742
"S01001132",97719.5121951219
"S01001133",189380.64516129
"S01001134",206737.288135593
"S01001135",61110.2941176471
"S01001136",89777.7777777778
"S01001137",68839.7142857143
"S01001138",104400.621118012
"S01001139",111312.872340426
"S01001140",86558.8571428571
"S01001141",81952.3809523809
"S01001142",159460.526315789
"S01001143",222150.909090909
"S01001144",80150
"S01001145",100073.571428571
"S01001146",158107.142857143
"S01001147",66580.3571428571
"S01001148",178074.302325581
"S01001149",107411.294117647
"S01001150",77177.4193548387
"S01001151",68118.4210526316
"S01001152",84854.2372881356
"S01001153",122539.558823529
"S01001154",183964.392857143
"S01001155",192025.421052632
"S01001156",69552.4193548387
"S01001157",171612.903225806
"S01001158",100373.161290323
"S01001159",169063.29113924
"S01001160",110578.076923077
"S01001161",101047.619047619
"S01001162",183611.5
"S01001163",66951.4285714286
"S01001164",88654.2857142857
"S01001165",70588.2926829268
"S01001166",63081.8461538462
"S01001167",208128.75862069
"S01001168",76611.4457831325
"S01001169",89769.3181818182
"S01001170",72397.7272727273
"S01001171",98264.7692307692
"S01001172",78842.3703703704
"S01001173",72785.7142857143
"S01001174",66700
"S01001175",84089.2857142857
"S01001176",117657.179487179
"S01001177",87351.3913043478
"S01001178",88034.59375
"S01001179",174702.486486486
"S01001180",76609.756097561
"S01001181",166050.896551724
"S01001182",75205.1034482759
"S01001183",77292.037037037
"S01001184",161492.1875
"S01001185",165232.965517241
"S01001186",154887.096774194
"S01001187",82550.7826086956
"S01001188",65757.1428571429
"S01001189",93288.8275862069
"S01001190",164819.14893617
"S01001191",75305.5555555556
"S01001192",73421.0526315789
"S01001193",158659.574468085
"S01001194",160153.846153846
"S01001195",111171.255813953
"S01001196",80554.0526315789
"S01001197",88362.5
"S01001198",87088.7096774193
"S01001199",83954.5454545455
"S01001200",72629.3333333333
"S01001201",86400
"S01001202",86612.9032258065
"S01001203",76958.875
"S01001204",167225.806451613
"S01001205",106468.75
"S01001206",84721.3114754098
"S01001207",74379.7692307692
"S01001208",79146.6666666667
"S01001209",117754.361702128
"S01001210",82725.7575757576
"S01001211",111008.3125
"S01001212",0
"S01001213",73312.5
"S01001214",80144.9275362319
"S01001215",120585.860465116
"S01001216",84861.1111111111
"S01001217",107767.346938776
"S01001218",147276.108108108
"S01001219",168160.377358491
"S01001220",82634.375
"S01001221",201513.568181818
"S01001222",121796.666666667
"S01001223",112476.851851852
"S01001224",80105.5555555556
"S01001225",140222.222222222
"S01001226",44756.7567567568
"S01001227",141428.571428571
"S01001228",142834.615384615
"S01001229",129334.210526316
"S01001230",56692.3076923077
"S01001231",81709.6774193548
"S01001232",228392.291021672
"S01001233",79516.6666666667
"S01001234",0
"S01001235",103728.571428571
"S01001236",92083.5
"S01001237",93195.7096774193
"S01001238",81000
"S01001239",79027.7777777778
"S01001240",82465.9375
"S01001241",70470
"S01001242",114256.756756757
"S01001243",169785.714285714
"S01001244",49984.375
"S01001245",79864.2608695652
"S01001246",113328.577777778
"S01001247",90827.7777777778
"S01001248",127741.379310345
"S01001249",87821.3793103448
"S01001250",91674.1333333333
"S01001251",97299.75
"S01001252",91744.7407407407
"S01001253",0
"S01001254",80928.5714285714
"S01001255",89776.5625
"S01001256",83846.8695652174
"S01001257",83914.2857142857
"S01001258",120000
"S01001259",120652.380952381
"S01001260",75302
"S01001261",79781.4814814815
"S01001262",152846.153846154
"S01001263",102000
"S01001264",187600.096899225
"S01001265",150255.319148936
"S01001266",119776.136363636
"S01001267",90647.5
"S01001268",111964.285714286
"S01001269",128284
"S01001270",0
"S01001271",54750
"S01001272",93441.1764705882
"S01001273",66202.2727272727
"S01001274",77041.6666666667
"S01001275",80222.2222222222
"S01001276",140289.473684211
"S01001277",68532
"S01001278",302000
"S01001279",56750
"S01001280",52071.4285714286
"S01001281",61383.3333333333
"S01001282",86751.0857142857
"S01001283",110516.666666667
"S01001284",116394.705882353
"S01001285",115916.666666667
"S01001286",117555.555555556
"S01001287",65953.125
"S01001288",74884.7222222222
"S01001289",67513.2
"S01001290",103304.347826087
"S01001291",72291.6666666667
"S01001292",59306.8965517241
"S01001293",96021.0181818182
"S01001294",61550
"S01001295",68250
"S01001296",55931.6363636364
"S01001297",79391.3043478261
"S01001298",83191.4615384615
"S01001299",87203.9
"S01001300",142071.428571429
"S01001301",66055.5555555556
"S01001302",161540.816326531
"S01001303",138017.122807018
"S01001304",163854.166666667
"S01001305",88739.0714285714
"S01001306",76577.5862068966
"S01001307",90444.4444444444
"S01001308",70222.2222222222
"S01001309",75821.4285714286
"S01001310",64181.8181818182
"S01001311",91204.8205128205
"S01001312",77264.7058823529
"S01001313",78364.8412698413
"S01001314",105838.775510204
"S01001315",151514.084507042
"S01001316",60086.9565217391
"S01001317",89226
"S01001318",84045.4482758621
"S01001319",102375
"S01001320",76008.5714285714
"S01001321",193953.703703704
"S01001322",180743.58974359
"S01001323",86897.0588235294
"S01001324",68275
"S01001325",81057.3529411765
"S01001326",81736.1111111111
"S01001327",83782.6086956522
"S01001328",81513.9047619048
"S01001329",75884.4615384615
"S01001330",125896.341463415
"S01001331",82673.0769230769
"S01001332",85178.8461538462
"S01001333",74808.8235294118
"S01001334",76500.5555555556
"S01001335",80653.3333333333
"S01001336",95416.6666666667
"S01001337",107756.756756757
"S01001338",74843.75
"S01001339",98054.4444444444
"S01001340",75260
"S01001341",84942.4285714286
"S01001342",90133.3333333333
"S01001343",81968.75
"S01001344",108293.548387097
"S01001345",75058.5106382979
"S01001346",131401.960784314
"S01001347",148263.157894737
"S01001348",83514.7619047619
"S01001349",229683.789473684
"S01001350",71676
"S01001351",90169.6428571429
"S01001352",107033.333333333
"S01001353",215577.448275862
"S01001354",71274.6478873239
"S01001355",101378.378378378
"S01001356",104358.357142857
"S01001357",81536.231884058
"S01001358",103384.615384615
"S01001359",165627.906976744
"S01001360",111190.583333333
"S01001361",124659.193548387
"S01001362",141730.769230769
"S01001363",73348.1142857143
"S01001364",71922.3188405797
"S01001365",134928.571428571
"S01001366",167701.923076923
"S01001367",105109.555555556
"S01001368",216893.965517241
"S01001369",95568.6274509804
"S01001370",130483.050847458
"S01001371",93529.4117647059
"S01001372",115059.375
"S01001373",138390
"S01001374",159863.636363636
"S01001375",126971.085714286
"S01001376",74829.2079207921
"S01001377",67593.75
"S01001378",180193.361702128
"S01001379",85680
"S01001380",85628.5714285714
"S01001381",94772.3684210526
"S01001382",100785.897435897
"S01001383",88796.2962962963
"S01001384",85636.3636363636
"S01001385",73300
"S01001386",93960.3773584906
"S01001387",95073.5609756098
"S01001388",111335.188679245
"S01001389",82115.7894736842
"S01001390",115200
"S01001391",79705.7352941177
"S01001392",88110.2222222222
"S01001393",139800
"S01001394",48558.8235294118
"S01001395",88147.4358974359
"S01001396",103933.044444444
"S01001397",62244.4444444444
"S01001398",159625
"S01001399",65444
"S01001400",74854.1666666667
"S01001401",77571.4285714286
"S01001402",128929.371428571
"S01001403",155164.179104478
"S01001404",147812.5
"S01001405",182926.65060241
"S01001406",160118.287937743
"S01001407",173021.739130435
"S01001408",91365.8536585366
"S01001409",122397.058823529
"S01001410",189750.692307692
"S01001411",287194.444444444
"S01001412",78980.4666666667
"S01001413",168040.816326531
"S01001414",74596.7741935484
"S01001415",88803.0303030303
"S01001416",116458.333333333
"S01001417",126000
"S01001418",146959.302325581
"S01001419",101861.842105263
"S01001420",285456
"S01001421",224673.451327434
"S01001422",292668.125
"S01001423",121316.935483871
"S01001424",104224.137931034
"S01001425",127907.253521127
"S01001426",138269.230769231
"S01001427",151920.731707317
"S01001428",102036.585365854
"S01001429",112023.731343284
"S01001430",234340.425531915
"S01001431",169034.482758621
"S01001432",158487.804878049
"S01001433",181500
"S01001434",160638.378378378
"S01001435",189305.555555556
"S01001436",271306.31372549
"S01001437",191214.4
"S01001438",354604.166666667
"S01001439",170644.230769231
"S01001440",146596.774193548
"S01001441",169268.923076923
"S01001442",178534.482758621
"S01001443",154367.346938776
"S01001444",127639.441860465
"S01001445",187342.476190476
"S01001446",200475
"S01001447",228655.092592593
"S01001448",145426.829268293
"S01001449",325628.571428571
"S01001450",175128.205128205
"S01001451",241620.930232558
"S01001452",256995.696969697
"S01001453",196478.8
"S01001454",264554.411764706
"S01001455",175443.181818182
"S01001456",272954.266666667
"S01001457",252096.25
"S01001458",166265.306122449
"S01001459",322104.653061224
"S01001460",188463.259259259
"S01001461",205500
"S01001462",290322.64
"S01001463",160254.523809524
"S01001464",156515.625
"S01001465",335357.142857143
"S01001466",297321.428571429
"S01001467",166962.962962963
"S01001468",233801.92
"S01001469",294257.65
"S01001470",630535
"S01001471",364614.285714286
"S01001472",191733.333333333
"S01001473",336439.484848485
"S01001474",164877.551020408
"S01001475",264011.904761905
"S01001476",269537.037037037
"S01001477",165226.909090909
"S01001478",277958.275
"S01001479",161548.076923077
"S01001480",190976.538461538
"S01001481",198706.020833333
"S01001482",126450
"S01001483",467944.014084507
"S01001484",266697.118644068
"S01001485",156184.210526316
"S01001486",261600.617283951
"S01001487",119619.047619048
"S01001488",157154.041666667
"S01001489",174084.304347826
"S01001490",88009.8684210526
"S01001491",251362.338983051
"S01001492",99007.9365079365
"S01001493",167125
"S01001494",100114.705882353
"S01001495",291883.720930233
"S01001496",218328.358208955
"S01001497",91448.6842105263
"S01001498",211698.071428571
"S01001499",178763.157894737
"S01001500",87111.1111111111
"S01001501",227445.945945946
"S01001502",168168.529411765
"S01001503",149242.424242424
"S01001504",104656.617647059
"S01001505",216016.827586207
"S01001506",101094.594594595
"S01001507",292880
"S01001508",230093.023255814
"S01001509",109793.103448276
"S01001510",100392.857142857
"S01001511",273263.6
"S01001512",83950
"S01001513",80283.3928571429
"S01001514",125461.128205128
"S01001515",243081.081081081
"S01001516",97011.6585365854
"S01001517",118584.828828829
"S01001518",129080.64516129
"S01001519",196122.534246575
"S01001520",108081.081081081
"S01001521",205496.185185185
"S01001522",104983.333333333
"S01001523",236349.054545455
"S01001524",103254.237288136
"S01001525",117696.666666667
"S01001526",144171.428571429
"S01001527",149897.435897436
"S01001528",221172.413793103
"S01001529",196938.396825397
"S01001530",135639.534883721
"S01001531",110927.835051546
"S01001532",225131.944444444
"S01001533",349572.916666667
"S01001534",187350
"S01001535",152852.702702703
"S01001536",95761.9047619048
"S01001537",145840.909090909
"S01001538",242684.210526316
"S01001539",145990.384615385
"S01001540",333250
"S01001541",157482.75862069
"S01001542",153914.285714286
"S01001543",161833.333333333
"S01001544",143512.820512821
"S01001545",126648.4375
"S01001546",122665.511111111
"S01001547",99206.8965517241
"S01001548",161035.772357724
"S01001549",143178.648648649
"S01001550",300297.619047619
"S01001551",332072.380952381
"S01001552",156600
"S01001553",271970
"S01001554",212712.765957447
"S01001555",132774.193548387
"S01001556",163595.588235294
"S01001557",284116.279069767
"S01001558",161868.8
"S01001559",150475
"S01001560",110379.142857143
"S01001561",205532.03125
"S01001562",206063.659793814
"S01001563",187982.387096774
"S01001564",141291.666666667
"S01001565",146479.3
"S01001566",183062.5
"S01001567",120072.368421053
"S01001568",232938.524590164
"S01001569",148017.24137931
"S01001570",206650
"S01001571",116125
"S01001572",173779.789473684
"S01001573",177578.125
"S01001574",138413.793103448
"S01001575",126251.053333333
"S01001576",130954.090909091
"S01001577",144800
"S01001578",142568.363636364
"S01001579",136548.181818182
"S01001580",176518.421052632
"S01001581",170942.620689655
"S01001582",147308.695652174
"S01001583",153066.666666667
"S01001584",145845.945945946
"S01001585",131534.782608696
"S01001586",243478.260869565
"S01001587",120718.965517241
"S01001588",119457.222222222
"S01001589",118733.333333333
"S01001590",164765.222222222
"S01001591",143291.666666667
"S01001592",105620.275862069
"S01001593",142823.571428571
"S01001594",127841.463414634
"S01001595",128293.666666667
"S01001596",167193.87755102
"S01001597",132415.783783784
"S01001598",234193.181818182
"S01001599",121244.823529412
"S01001600",121879.120879121
"S01001601",221775.463768116
"S01001602",202698.148148148
"S01001603",133251.838235294
"S01001604",137357.142857143
"S01001605",169384.375
"S01001606",147142.857142857
"S01001607",187490.428571429
"S01001608",138679.6875
"S01001609",137833.125
"S01001610",268353.658536585
"S01001611",302182.012345679
"S01001612",206050
"S01001613",127059.375
"S01001614",125145.833333333
"S01001615",143371.428571429
"S01001616",245003.133333333
"S01001617",131343.75
"S01001618",212793.846153846
"S01001619",127519.230769231
"S01001620",173349.418604651
"S01001621",152783.214285714
"S01001622",123181.818181818
"S01001623",134967.741935484
"S01001624",164214.705882353
"S01001625",125102.5
"S01001626",188322.857142857
"S01001627",150558.853333333
"S01001628",122587.5
"S01001629",160428.571428571
"S01001630",100015.153846154
"S01001631",164476.900584795
"S01001632",193086.206896552
"S01001633",250891.785714286
"S01001634",194489.795918367
"S01001635",119055.555555556
"S01001636",172592.592592593
"S01001637",192814.285714286
"S01001638",117491.525423729
"S01001639",137674.390243902
"S01001640",275455.6
"S01001641",243510.247933884
"S01001642",233500
"S01001643",182374.324324324
"S01001644",218259.88372093
"S01001645",137765
"S01001646",465206.875
"S01001647",157001.176470588
"S01001648",147627.777777778
"S01001649",132562.5
"S01001650",175830.555555556
"S01001651",166084.745762712
"S01001652",288333.75
"S01001653",134215.909090909
"S01001654",323001.612903226
"S01001655",465416.666666667
"S01001656",205496.113636364
"S01001657",322500
"S01001658",285045.166666667
"S01001659",245983.606557377
"S01001660",403866.666666667
"S01001661",496322.666666667
"S01001662",143881.612903226
"S01001663",344257.575757576
"S01001664",350885.714285714
"S01001665",298433.4375
"S01001666",288266.377358491
"S01001667",254035.148514851
"S01001668",467079.831932773
"S01001669",182212.076923077
"S01001670",213320.512820513
"S01001671",186895
"S01001672",147690.909090909
"S01001673",125500
"S01001674",139194.444444444
"S01001675",101198.780487805
"S01001676",292813.899280576
"S01001677",265650.78125
"S01001678",130575.757575758
"S01001679",413041.153846154
"S01001680",320064.516129032
"S01001681",368448.275862069
"S01001682",104979.166666667
"S01001683",240464.285714286
"S01001684",250871.428571429
"S01001685",160600
"S01001686",274133.333333333
"S01001687",134914.68627451
"S01001688",162916.666666667
"S01001689",335139.837837838
"S01001690",183612.784090909
"S01001691",386445.681818182
"S01001692",182812.5
"S01001693",243290.909090909
"S01001694",135889.830508475
"S01001695",191545.744680851
"S01001696",154407.692307692
"S01001697",228982.142857143
"S01001698",140831.578947368
"S01001699",297555.111111111
"S01001700",384181.381818182
"S01001701",159009.468085106
"S01001702",282972.222222222
"S01001703",165878.571428571
"S01001704",544801.333333333
"S01001705",187490.755555556
"S01001706",254850
"S01001707",122953.73015873
"S01001708",212289.0625
"S01001709",138637.254901961
"S01001710",147189.657142857
"S01001711",165337.777777778
"S01001712",123205.882352941
"S01001713",192846.033333333
"S01001714",207737.209302326
"S01001715",207540.540540541
"S01001716",86900
"S01001717",162948.285714286
"S01001718",249069.379310345
"S01001719",227286.734693878
"S01001720",277688.888888889
"S01001721",180608.064516129
"S01001722",200928.708333333
"S01001723",300624.719101124
"S01001724",75814.8
"S01001725",136500
"S01001726",230680.416666667
"S01001727",205661.168067227
"S01001728",220666.666666667
"S01001729",165725.581395349
"S01001730",240621.621621622
"S01001731",304899.777777778
"S01001732",150490.642857143
"S01001733",141981.730769231
"S01001734",262298.08
"S01001735",276011.757575758
"S01001736",543910.714285714
"S01001737",150570.652173913
"S01001738",339414.0625
"S01001739",142682.536585366
"S01001740",104272.340425532
"S01001741",90384.6153846154
"S01001742",95476.7647058823
"S01001743",76710.6557377049
"S01001744",150108.695652174
"S01001745",146740.740740741
"S01001746",271602.941176471
"S01001747",98887.5
"S01001748",247673.076923077
"S01001749",106878.787878788
"S01001750",157590.909090909
"S01001751",66264.1509433962
"S01001752",272925
"S01001753",80760
"S01001754",326458.333333333
"S01001755",183226.19047619
"S01001756",256623.4
"S01001757",191259.803921569
"S01001758",203290
"S01001759",70609.6774193548
"S01001760",146648.563636364
"S01001761",86776.7857142857
"S01001762",220612.421052632
"S01001763",307562.303030303
"S01001764",160357.25
"S01001765",88772
"S01001766",231088
"S01001767",258096.153846154
"S01001768",148197.073170732
"S01001769",181550
"S01001770",61088.2352941177
"S01001771",159439.186440678
"S01001772",138622.448979592
"S01001773",122479.166666667
"S01001774",166761.904761905
"S01001775",246344.262295082
"S01001776",108056.862745098
"S01001777",277769.87037037
"S01001778",81327.2432432432
"S01001779",194410
"S01001780",129418.032786885
"S01001781",218069.444444444
"S01001782",209876.928571429
"S01001783",96115.3846153846
"S01001784",138224.85106383
"S01001785",155093.75
"S01001786",133750.181818182
"S01001787",177565.217391304
"S01001788",142546.875
"S01001789",121236.363636364
"S01001790",185708.333333333
"S01001791",202468.714285714
"S01001792",191715.272727273
"S01001793",265493.58974359
"S01001794",180368.517241379
"S01001795",261116.153846154
"S01001796",397085.714285714
"S01001797",166468.75
"S01001798",337316.205128205
"S01001799",136943.918918919
"S01001800",193998.214285714
"S01001801",395255.152542373
"S01001802",142591.463414634
"S01001803",183238.095238095
"S01001804",157634.920634921
"S01001805",167121.428571429
"S01001806",228183.172413793
"S01001807",218596.833333333
"S01001808",207195
"S01001809",120540.540540541
"S01001810",199687.5
"S01001811",327166.666666667
"S01001812",387416.666666667
"S01001813",265171.428571429
"S01001814",207653.846153846
"S01001815",227305.555555556
"S01001816",327508.333333333
"S01001817",132617.021276596
"S01001818",332410.256410256
"S01001819",404032.727272727
"S01001820",129775.659090909
"S01001821",305166.666666667
"S01001822",162604.166666667
"S01001823",126350.666666667
"S01001824",158232.515151515
"S01001825",212010.204081633
"S01001826",135184.090909091
"S01001827",115919.68
"S01001828",235113.75
"S01001829",175122.448979592
"S01001830",288850
"S01001831",139117.135135135
"S01001832",127414.634146341
"S01001833",269247.311827957
"S01001834",120946.428571429
"S01001835",210166.666666667
"S01001836",268145.454545455
"S01001837",276427.666666667
"S01001838",133110.606060606
"S01001839",118872.549019608
"S01001840",219841.826086957
"S01001841",147062.857142857
"S01001842",198216.666666667
"S01001843",107317.05
"S01001844",214401.428571429
"S01001845",320073.828571429
"S01001846",231850
"S01001847",128337.5
"S01001848",98448.75
"S01001849",534340.411764706
"S01001850",142421.818181818
"S01001851",232767.543859649
"S01001852",228700
"S01001853",302628.125
"S01001854",158487.631578947
"S01001855",256673.913043478
"S01001856",134671.428571429
"S01001857",164928.571428571
"S01001858",212782.5
"S01001859",140852.040816327
"S01001860",349104.464285714
"S01001861",113181.818181818
"S01001862",214746.428571429
"S01001863",180642.352941176
"S01001864",115142.857142857
"S01001865",86666.6666666667
"S01001866",324479.72972973
"S01001867",160441.176470588
"S01001868",269918.896551724
"S01001869",168196.721311475
"S01001870",143979.411764706
"S01001871",269291.428571429
"S01001872",156604.166666667
"S01001873",407928.571428571
"S01001874",113828.92
"S01001875",397307.8125
"S01001876",131923.967741935
"S01001877",98304.347826087
"S01001878",419093.395348837
"S01001879",82178
"S01001880",92055.5555555556
"S01001881",235633.471698113
"S01001882",142964.902777778
"S01001883",328785.714285714
"S01001884",114054
"S01001885",460399.030927835
"S01001886",50000
"S01001887",142069.512195122
"S01001888",336684.137254902
"S01001889",132476.666666667
"S01001890",126687.5
"S01001891",136153.387755102
"S01001892",90714.5454545455
"S01001893",92212.7659574468
"S01001894",86952.3809523809
"S01001895",149072.727272727
"S01001896",360493.316666667
"S01001897",83473.2142857143
"S01001898",91173.9130434783
"S01001899",130388.888888889
"S01001900",138740.384615385
"S01001901",296978
"S01001902",349574.736111111
"S01001903",140441.860465116
"S01001904",105536.585365854
"S01001905",217924.242424242
"S01001906",165404.19047619
"S01001907",133718.75
"S01001908",255861.111111111
"S01001909",93445.7142857143
"S01001910",122988.020833333
"S01001911",300524.727272727
"S01001912",125784
"S01001913",149281.195652174
"S01001914",614005.176470588
"S01001915",228490.253521127
"S01001916",198185.793103448
"S01001917",603070.88
"S01001918",134894.540983607
"S01001919",122856.060606061
"S01001920",163379.066666667
"S01001921",136045.833333333
"S01001922",176902.545454545
"S01001923",156488.372093023
"S01001924",259932.203389831
"S01001925",429693.071428571
"S01001926",122096.6
"S01001927",350687.236842105
"S01001928",165646.474358974
"S01001929",248541.666666667
"S01001930",196119.346938776
"S01001931",121304.5
"S01001932",127236.842105263
"S01001933",224034.513513514
"S01001934",177411.641509434
"S01001935",126118.75
"S01001936",213381.384615385
"S01001937",153999.019607843
"S01001938",271404.42
"S01001939",205088.344827586
"S01001940",275312.511627907
"S01001941",311537.912087912
"S01001942",239198.884615385
"S01001943",130132.352941176
"S01001944",457608.695652174
"S01001945",355892.857142857
"S01001946",108720
"S01001947",312837.837837838
"S01001948",107349.15625
"S01001949",113371
"S01001950",121710.526315789
"S01001951",131090.803571429
"S01001952",425500
"S01001953",277533.766233766
"S01001954",141248.59375
"S01001955",130965
"S01001956",127000
"S01001957",108270.833333333
"S01001958",128757.046153846
"S01001959",133411.764705882
"S01001960",230204.225352113
"S01001961",198848.885496183
"S01001962",129156.626506024
"S01001963",155197.139534884
"S01001964",128467.028985507
"S01001965",126739.76
"S01001966",152074.193548387
"S01001967",114666
"S01001968",206159.510869565
"S01001969",135273.394736842
"S01001970",654493.957446808
"S01001971",103404.901960784
"S01001972",214862.31884058
"S01001973",118775
"S01001974",322303.109756098
"S01001975",240454.545454545
"S01001976",229011.2
"S01001977",151256.363636364
"S01001978",116591.346153846
"S01001979",396367.028571429
"S01001980",180505.714285714
"S01001981",199646.607594937
"S01001982",128111.111111111
"S01001983",193471.607843137
"S01001984",160954.663461538
"S01001985",152523.80952381
"S01001986",151574.181818182
"S01001987",316394.736842105
"S01001988",143965.660377358
"S01001989",243890
"S01001990",387873.333333333
"S01001991",146125
"S01001992",498391.975
"S01001993",414277.777777778
"S01001994",190345.360824742
"S01001995",140889.701492537
"S01001996",250897.725
"S01001997",121276.785714286
"S01001998",142646.923076923
"S01001999",298952.195121951
"S01002000",126836.956521739
"S01002001",114992.213114754
"S01002002",276089.586206897
"S01002003",171492.424242424
"S01002004",165871.559633028
"S01002005",122812.5
"S01002006",155430
"S01002007",117294.780487805
"S01002008",247616.134328358
"S01002009",208424.484375
"S01002010",326112.03125
"S01002011",209326.12987013
"S01002012",184508.514285714
"S01002013",195482.64516129
"S01002014",255690.208333333
"S01002015",192415.576923077
"S01002016",167027.777777778
"S01002017",131008.625
"S01002018",190585.65
"S01002019",300367.346938776
"S01002020",151222.92
"S01002021",121388.888888889
"S01002022",204410.553571429
"S01002023",228459.192307692
"S01002024",250161.548387097
"S01002025",127275.396825397
"S01002026",224043.777777778
"S01002027",179316.76056338
"S01002028",257330.628571429
"S01002029",292569.866666667
"S01002030",135084.951456311
"S01002031",116873.740740741
"S01002032",197067.626666667
"S01002033",121744.674698795
"S01002034",220397.833333333
"S01002035",164193.6
"S01002036",118567.175438596
"S01002037",205466.263157895
"S01002038",320151.571428571
"S01002039",261771.698113208
"S01002040",149850.535714286
"S01002041",197401.807228916
"S01002042",151430.722891566
"S01002043",190891.666666667
"S01002044",105651.269230769
"S01002045",169024.390243902
"S01002046",132410.03125
"S01002047",295829.263157895
"S01002048",236058.108108108
"S01002049",181242.93258427
"S01002050",304485.2
"S01002051",134375
"S01002052",127778.25
"S01002053",216068.181818182
"S01002054",163676.280701754
"S01002055",235048.881355932
"S01002056",173220.175438596
"S01002057",221733.333333333
"S01002058",136010.989010989
"S01002059",135281.543859649
"S01002060",186018
"S01002061",162560.606060606
"S01002062",114605.684210526
"S01002063",198462.339805825
"S01002064",166000.528846154
"S01002065",313751.958333333
"S01002066",324531.25
"S01002067",181183.098591549
"S01002068",133146.23655914
"S01002069",234858.625
"S01002070",170398.666666667
"S01002071",151726.5
"S01002072",232058.464285714
"S01002073",125748.75
"S01002074",290689.655172414
"S01002075",158461.764705882
"S01002076",170106.532258065
"S01002077",247186.206896552
"S01002078",212940.367647059
"S01002079",164310.810810811
"S01002080",346397.291666667
"S01002081",194512.826086957
"S01002082",204950.617283951
"S01002083",119318.181818182
"S01002084",171339.296296296
"S01002085",192547.619047619
"S01002086",153582.222222222
"S01002087",147445.228571429
"S01002088",283552.208333333
"S01002089",240125.868421053
"S01002090",308549.819444444
"S01002091",141985.074626866
"S01002092",317324.431034483
"S01002093",164190.217391304
"S01002094",122119.047619048
"S01002095",331685.043478261
"S01002096",325857.51572327
"S01002097",323680.555555556
"S01002098",226721.058823529
"S01002099",305175.064935065
"S01002100",191593.409090909
"S01002101",172548.780487805
"S01002102",117938.353846154
"S01002103",203609.375
"S01002104",129730.227272727
"S01002105",533264.964285714
"S01002106",195477.417910448
"S01002107",195360
"S01002108",181352.459016393
"S01002109",211642.697674419
"S01002110",226174.123076923
"S01002111",301374.58
"S01002112",268412.769230769
"S01002113",307801.722222222
"S01002114",318579.325581395
"S01002115",384027.346938776
"S01002116",172852.153846154
"S01002117",165923.898989899
"S01002118",163418.741935484
"S01002119",129281.688888889
"S01002120",144079.710144928
"S01002121",148934.146341463
"S01002122",652368.421052632
"S01002123",256577.756756757
"S01002124",198568.965517241
"S01002125",218563.574074074
"S01002126",180681.818181818
"S01002127",165778.68852459
"S01002128",306512.808080808
"S01002129",190980.09375
"S01002130",217004.8
"S01002131",193465.289156627
"S01002132",174541.935483871
"S01002133",323065.925925926
"S01002134",277104.333333333
"S01002135",444317.780487805
"S01002136",303654.153846154
"S01002137",157931.285714286
"S01002138",160661.529411765
"S01002139",218770.833333333
"S01002140",122135.416666667
"S01002141",186834.688311688
"S01002142",213803.96875
"S01002143",153275.862068966
"S01002144",351487.804878049
"S01002145",482966.936170213
"S01002146",152627.232142857
"S01002147",139504.456521739
"S01002148",492979.333333333
"S01002149",132067.567567568
"S01002150",170652.269230769
"S01002151",135147.861271676
"S01002152",213169.117647059
"S01002153",219480.097560976
"S01002154",119832.8125
"S01002155",124240
"S01002156",328192.771084337
"S01002157",529603.755555556
"S01002158",337024.096385542
"S01002159",329640.53125
"S01002160",137446.428571429
"S01002161",277614.457831325
"S01002162",162136.363636364
"S01002163",136770.440251572
"S01002164",112252.8125
"S01002165",145443.069444444
"S01002166",437539.636363636
"S01002167",126015.625
"S01002168",259121.212121212
"S01002169",234156.988764045
"S01002170",149520.833333333
"S01002171",211514.971428571
"S01002172",278942.857142857
"S01002173",201996.792079208
"S01002174",202541
"S01002175",143802.457627119
"S01002176",151593.396226415
"S01002177",245865.676190476
"S01002178",172674.462264151
"S01002179",282074.074074074
"S01002180",303189.660377358
"S01002181",119625
"S01002182",382280.32
"S01002183",128420.408163265
"S01002184",304668.958333333
"S01002185",119549.85915493
"S01002186",198578.313253012
"S01002187",331963.576923077
"S01002188",267606.060606061
"S01002189",175715.35483871
"S01002190",234055.473684211
"S01002191",115932.942857143
"S01002192",163081.454545455
"S01002193",456500
"S01002194",175166.675675676
"S01002195",201707.848484848
"S01002196",162095.238095238
"S01002197",131252.043956044
"S01002198",125160.227272727
"S01002199",244910.542857143
"S01002200",404987.22972973
"S01002201",298496.534246575
"S01002202",240443.87755102
"S01002203",186239.130434783
"S01002204",115979.166666667
"S01002205",244252.5
"S01002206",174583.01369863
"S01002207",259428.175438596
"S01002208",258754.046511628
"S01002209",123943.181818182
"S01002210",255875.929824561
"S01002211",111711.857142857
"S01002212",119664.634146341
"S01002213",185488.095238095
"S01002214",223452.376470588
"S01002215",272140
"S01002216",149201.49137931
