"datazone","avg_median_price"
"S01000409",156111.420454545
"S01000410",275130.434782609
"S01000411",229863.35483871
"S01000412",203492.957746479
"S01000413",180876.764705882
"S01000414",198150.654320988
"S01000415",191869.93006993
"S01000416",162539.620689655
"S01000417",162465.346534653
"S01000418",171068.181818182
"S01000419",235744.460176991
"S01000420",183617.970238095
"S01000421",245246.696629213
"S01000422",178228.346456693
"S01000423",254961.5
"S01000424",164028.75
"S01000425",209158.333333333
"S01000426",225365.079365079
"S01000427",97181.0218978102
"S01000428",149564.210526316
"S01000429",150122.103448276
"S01000430",149754.901960784
"S01000431",117741.40625
"S01000432",145364.365217391
"S01000433",147673.565217391
"S01000434",124075.54
"S01000435",127774.566037736
"S01000436",143797.973333333
"S01000437",117504.267241379
"S01000438",185057.692307692
"S01000439",209785.714285714
"S01000440",212856.411042945
"S01000441",153679.852941176
"S01000442",201331.348484848
"S01000443",198823.529411765
"S01000444",202163.571428571
"S01000445",149362.196319018
"S01000446",160024.165217391
"S01000447",193421.121212121
"S01000448",186269.871794872
"S01000449",180739.726027397
"S01000450",91967.3962264151
"S01000451",189135.75
"S01000452",196962.5
"S01000453",184375
"S01000454",147896.875
"S01000455",149577.536231884
"S01000456",206225.409836066
"S01000457",126169.5
"S01000458",189237.179487179
"S01000459",106999.761904762
"S01000460",100552.173913043
"S01000461",88037.3469387755
"S01000462",123115.384615385
"S01000463",101749.905660377
"S01000464",160230.25
"S01000465",179507.297297297
"S01000466",171806.451612903
"S01000467",81720.8823529412
"S01000468",220355.555555556
"S01000469",110276.119402985
"S01000470",123926.23853211
"S01000471",177026.923076923
"S01000472",84370.7746478873
"S01000473",77490.7407407407
"S01000474",181162.697674419
"S01000475",80660.6153846154
"S01000476",176543.911764706
"S01000477",100963.766666667
"S01000478",82280.3582089552
"S01000479",94055.2537313433
"S01000480",119238.461538462
"S01000481",180755.968468468
"S01000482",62439.9365079365
"S01000483",89515.4838709677
"S01000484",60453.125
"S01000485",110348.739495798
"S01000486",52172.3489932886
"S01000487",103629.87012987
"S01000488",98629.7872340426
"S01000489",70685.8392857143
"S01000490",88663.6363636364
"S01000491",61719.875
"S01000492",73866.4383561644
"S01000493",130467.666666667
"S01000494",75894.3181818182
"S01000495",145264.705882353
"S01000496",133607.457627119
"S01000497",132124.607594937
"S01000498",149408.888888889
"S01000499",148145.631067961
"S01000500",89322.5806451613
"S01000501",109838.461538462
"S01000502",195608.695652174
"S01000503",163842.272727273
"S01000504",90824.8175182482
"S01000505",140241.365079365
"S01000506",189485.806451613
"S01000507",93005.6179775281
"S01000508",179966.028169014
"S01000509",114260.112359551
"S01000510",97282.7868852459
"S01000511",129323.529411765
"S01000512",136534.653465347
"S01000513",113582.693877551
"S01000514",185477.777777778
"S01000515",195354.166666667
"S01000516",159851.351351351
"S01000517",129684.615384615
"S01000518",96661.990990991
"S01000519",207200
"S01000520",142252.577319588
"S01000521",83604.8387096774
"S01000522",155845.588235294
"S01000523",96154.3829787234
"S01000524",166571.341463415
"S01000525",156946.103092784
"S01000526",178560.344827586
"S01000527",187487.5
"S01000528",171068
"S01000529",169816.666666667
"S01000530",156620.456521739
"S01000531",118007.692307692
"S01000532",190623.763636364
"S01000533",104807.01754386
"S01000534",88254.5454545455
"S01000535",97418.0327868852
"S01000536",119666.666666667
"S01000537",160849.75
"S01000538",105357.073170732
"S01000539",80333.8174603175
"S01000540",106162.805194805
"S01000541",101548.343283582
"S01000542",85696.4680851064
"S01000543",113352.941176471
"S01000544",89918.0327868852
"S01000545",79691.0377358491
"S01000546",117143.333333333
"S01000547",90876.6129032258
"S01000548",119741.935483871
"S01000549",168620.3125
"S01000550",156761.363636364
"S01000551",105305.008130081
"S01000552",173021.428571429
"S01000553",116587.476190476
"S01000554",67005.5555555556
"S01000555",95765.8
"S01000556",74837.1428571429
"S01000557",91419.8974358974
"S01000558",102582.769230769
"S01000559",83763.5737704918
"S01000560",82067.4157303371
"S01000561",80291.9090909091
"S01000562",74337.7945205479
"S01000563",56388.7518796993
"S01000564",65679.2452830189
"S01000565",108212
"S01000566",82241.6666666667
"S01000567",73144.6851851852
"S01000568",93543.4222222222
"S01000569",153741.5625
"S01000570",144865.677419355
"S01000571",103413.737931034
"S01000572",135915.094339623
"S01000573",168611.345454545
"S01000574",140349.084745763
"S01000575",149596.706666667
"S01000576",149125
"S01000577",158648.465116279
"S01000578",135925.87755102
"S01000579",177922.222222222
"S01000580",232254.716981132
"S01000581",157595.136363636
"S01000582",111707.24
"S01000583",139122.90960452
"S01000584",118847.28
"S01000585",136666.772486772
"S01000586",125466.666666667
"S01000587",103016.129032258
"S01000588",128326.78
"S01000589",134966.40625
"S01000590",165735.206521739
"S01000591",186008.375
"S01000592",129170.129032258
"S01000593",194875.845070423
"S01000594",213436.796875
"S01000595",158898.913043478
"S01000596",146719.298245614
"S01000597",145573.515789474
"S01000598",208059.206730769
"S01000599",211729.838709677
"S01000600",163880
"S01000601",229722.02970297
"S01000602",174835.6
"S01000603",192432.5
"S01000604",163367.968253968
"S01000605",170808.287671233
"S01000606",82461.5294117647
"S01000607",159943.181818182
"S01000608",85853.6585365854
"S01000609",86045.4545454545
"S01000610",69257.3333333333
"S01000611",70488.8888888889
"S01000612",71481.9277108434
"S01000613",109774.507462687
"S01000614",105489.775510204
"S01000615",125689.189189189
"S01000616",166074.074074074
"S01000617",124511.904761905
"S01000618",127516.785714286
"S01000619",114788
"S01000620",115828.813559322
"S01000621",92137.4956521739
"S01000622",110161.885245902
"S01000623",93361.5
"S01000624",84809.2666666667
"S01000625",48839.8048780488
"S01000626",72154.1290322581
"S01000627",90424.6376811594
"S01000628",82355.1666666667
"S01000629",158975.844155844
"S01000630",102340.816326531
"S01000631",73752.0454545455
"S01000632",176689.566666667
"S01000633",124550
"S01000634",88267.8571428571
"S01000635",101646.422222222
"S01000636",139190.571428571
"S01000637",183304.87804878
"S01000638",248992.537313433
"S01000639",170200.291666667
"S01000640",182829.463414634
"S01000641",166918.032786885
"S01000642",153811.650485437
"S01000643",169946.031746032
"S01000644",149493.226666667
"S01000645",154841.558441558
"S01000646",160462.295081967
"S01000647",100574.208333333
"S01000648",71659.5744680851
"S01000649",180272.727272727
"S01000650",94641.641025641
"S01000651",125477.016949153
"S01000652",115533.605263158
"S01000653",87220.612244898
"S01000654",78973.3333333333
"S01000655",77124.4651162791
"S01000656",97864.8181818182
"S01000657",79759.5072463768
"S01000658",82308.8235294118
"S01000659",137150.727891156
"S01000660",171005.758064516
"S01000661",83674.2924528302
"S01000662",209853.448275862
"S01000663",108921.052631579
"S01000664",147885.135135135
"S01000665",124104.255319149
"S01000666",155613.095238095
"S01000667",105426.752475248
"S01000668",82749.7142857143
"S01000669",93030.6451612903
"S01000670",139182.445783133
"S01000671",126589.285714286
"S01000672",162804.210526316
"S01000673",142330.64516129
"S01000674",94826.5123966942
"S01000675",159052.816901408
"S01000676",180781.24137931
"S01000677",106469.387755102
"S01000678",108445.098039216
"S01000679",74974.2574257426
"S01000680",86747.652173913
"S01000681",76971.6216216216
"S01000682",82820.987654321
"S01000683",69771.1219512195
"S01000684",71164.1777777778
"S01000685",96235.8333333333
"S01000686",71311.9658119658
"S01000687",88224.0740740741
"S01000688",111595.78313253
"S01000689",222432.432432432
"S01000690",150701.785714286
"S01000691",109378.974358974
"S01000692",95415.3
"S01000693",61076.9230769231
"S01000694",93171.6417910448
"S01000695",76418.7659574468
"S01000696",69280.303030303
"S01000697",183508.849557522
"S01000698",74679.4117647059
"S01000699",73991.8604651163
"S01000700",119011.981818182
"S01000701",190257.887096774
"S01000702",106924.528301887
"S01000703",75345.2727272727
"S01000704",200244.888888889
"S01000705",167674.796747967
"S01000706",164565.217391304
"S01000707",183171.686746988
"S01000708",265988.489795918
"S01000709",184267.198275862
"S01000710",208835.482142857
"S01000711",148485.294117647
"S01000712",113596.49122807
"S01000713",84017.2413793103
"S01000714",100486.168831169
"S01000715",68495.8928571429
"S01000716",37820.3883495146
"S01000717",46435.3793103448
"S01000718",57334.8292682927
"S01000719",138463.01369863
"S01000720",124403.723076923
"S01000721",146808.760869565
"S01000722",109063.407407407
"S01000723",169154.352941176
"S01000724",96674.1428571429
"S01000725",143104.507042254
"S01000726",142546.296296296
"S01000727",84602.2727272727
"S01000728",120487.305084746
"S01000729",93928.5714285714
"S01000730",101779.761904762
"S01000731",79623.0769230769
"S01000732",65386.9402985075
"S01000733",59035.7142857143
"S01000734",163334.558823529
"S01000735",91774.3902439024
"S01000736",77870.5607476635
"S01000737",62782.1100917431
"S01000738",94589.2156862745
"S01000739",74809.7222222222
"S01000740",137935.518867925
"S01000741",122423.664122137
"S01000742",206715.384615385
"S01000743",133846.595744681
"S01000744",83964.84375
"S01000745",102015.356321839
"S01000746",84081.16
"S01000747",79612.4691358025
"S01000748",88170.8780487805
"S01000749",85204.5454545455
"S01000750",154502.906976744
"S01000751",158536.764705882
"S01000752",73490.7407407407
"S01000753",101935.294117647
"S01000754",111956
"S01000755",129033.471698113
"S01000756",107573.426573427
"S01000757",146368.644067797
"S01000758",196547.058823529
"S01000759",117216.494845361
"S01000760",160156.862745098
"S01000761",178859.375
"S01000762",156241.484848485
"S01000763",198783.118644068
"S01000764",159444.805194805
"S01000765",206381.09375
"S01000766",116084.745762712
"S01000767",87155.1724137931
"S01000768",82373.1937172775
"S01000769",81539.0243902439
"S01000770",74966.8
"S01000771",150194.805194805
"S01000772",137663.507692308
"S01000773",144313
"S01000774",95790
"S01000775",218080.722891566
"S01000776",205800
"S01000777",0
"S01000778",226608
"S01000779",119628.40952381
"S01000780",78770.8333333333
"S01000781",231033.4375
"S01000782",207218.75
"S01000783",141550.632911392
"S01000784",286678.125
"S01000785",149627.777777778
"S01000786",163022.471910112
"S01000787",206576.612903226
"S01000788",173982.227272727
"S01000789",108420.895522388
"S01000790",335432.432432432
"S01000791",121343.75
"S01000792",188427.451923077
"S01000793",91308.8372093023
"S01000794",84029.2528735632
"S01000795",113888.349514563
"S01000796",272482.456140351
"S01000797",96730.5084745763
"S01000798",81281.25
"S01000799",196589.285714286
"S01000800",161262.987012987
"S01000801",157725.903614458
"S01000802",145018.518518519
"S01000803",171559.373737374
"S01000804",171468.13
"S01000805",168493.815789474
"S01000806",146032.298969072
"S01000807",132450
"S01000808",146456.465517241
"S01000809",147369.060606061
"S01000810",222781.818181818
"S01000811",194435
"S01000812",148198.01980198
"S01000813",161734.027777778
"S01000814",72926.4090909091
"S01000815",80417.8285714286
"S01000816",100776.515151515
"S01000817",121944.444444444
"S01000818",124578.313253012
"S01000819",137640.169491525
"S01000820",167165.714285714
"S01000821",103262.5
"S01000822",93985.2941176471
"S01000823",90651.1627906977
"S01000824",137559.090909091
"S01000825",250417.391304348
"S01000826",116435.897435897
"S01000827",194358.695652174
"S01000828",186350
"S01000829",215967.307692308
"S01000830",177011.363636364
"S01000831",132202.05952381
"S01000832",147956.730769231
"S01000833",181561.649717514
"S01000834",133119.615384615
"S01000835",67572.5806451613
"S01000836",56801.724137931
"S01000837",58479.5918367347
"S01000838",83217.4285714286
"S01000839",91553.561461794
"S01000840",116552.857142857
"S01000841",111826.621621622
"S01000842",124625
"S01000843",117325.949367089
"S01000844",101135.846153846
"S01000845",137516.86746988
"S01000846",64681.8181818182
"S01000847",77266.4473684211
"S01000848",154283.333333333
"S01000849",124898.245614035
"S01000850",80430.1454545455
"S01000851",89864.9038461538
"S01000852",80468.1746031746
"S01000853",83435
"S01000854",70645.8536585366
"S01000855",91361.8095238095
"S01000856",133596.916666667
"S01000857",110034.260869565
"S01000858",125803.322147651
"S01000859",152160.91954023
"S01000860",65657.8947368421
"S01000861",113465.983606557
"S01000862",101857.843137255
"S01000863",109880.281690141
"S01000864",158736.075949367
"S01000865",130676.685714286
"S01000866",85691.9545454545
"S01000867",90938.1728395062
"S01000868",76910.7142857143
"S01000869",63694.4347826087
"S01000870",88544.0909090909
"S01000871",121000
"S01000872",98941.9230769231
"S01000873",165866.689295039
"S01000874",73485.2941176471
"S01000875",185665.681681682
"S01000876",75923.6095238095
"S01000877",85104.9342105263
"S01000878",132665.666666667
"S01000879",266835.365853659
"S01000880",190218.37804878
"S01000881",78407.2727272727
"S01000882",73750
"S01000883",73608.9108910891
"S01000884",100319.078947368
"S01000885",171990.540540541
"S01000886",95240.3846153846
"S01000887",125121.70212766
"S01000888",77367.6470588235
"S01000889",82197.25
"S01000890",82847.4576271186
"S01000891",272227.344262295
"S01000892",240006.41025641
"S01000893",177287.492957746
"S01000894",96703.5714285714
"S01000895",128488.095238095
"S01000896",258092
"S01000897",133164.473684211
"S01000898",103837.837837838
"S01000899",93215.8333333333
"S01000900",143387.931034483
"S01000901",113320
"S01000902",156816.118811881
"S01000903",134093.975903614
"S01000904",128079.012987013
"S01000905",209083.333333333
"S01000906",125602.941176471
"S01000907",114969.072164948
"S01000908",118635.567164179
"S01000909",149930.950617284
"S01000910",108937.071428571
"S01000911",177568.75
"S01000912",117539.333333333
"S01000913",130787.506849315
"S01000914",207031.492537313
"S01000915",170736.111111111
"S01000916",122207.792207792
"S01000917",122829.787234043
"S01000918",113634.615384615
"S01000919",98652.5423728814
"S01000920",196049.317073171
"S01000921",111157.142857143
"S01000922",135970.716981132
"S01000923",98334.6164383562
"S01000924",85626.5744680851
"S01000925",117885.981308411
"S01000926",106133.564814815
"S01000927",81053.5714285714
"S01000928",109538.888888889
"S01000929",56766.6666666667
"S01000930",55928.5714285714
"S01000931",83711.8
"S01000932",93890.8985507246
"S01000933",85530.1204819277
"S01000934",66796.3523809524
"S01000935",84879.75
"S01000936",89654.4117647059
"S01000937",98089.4545454545
"S01000938",88777.6923076923
"S01000939",109363.01369863
"S01000940",116994.623655914
"S01000941",82062.2222222222
"S01000942",110924.404761905
"S01000943",143475.908045977
"S01000944",131675.675675676
"S01000945",119104.838709677
"S01000946",113830.23255814
"S01000947",102656.25
"S01000948",156845.588235294
"S01000949",155907.407407407
"S01000950",234101.449275362
"S01000951",101298.611111111
"S01000952",177222.222222222
"S01000953",165386.363636364
"S01000954",154521.505376344
"S01000955",152202.4
"S01000956",76474.1379310345
"S01000957",157229.024390244
"S01000958",94107.1428571429
"S01000959",95029.8507462687
"S01000960",116874.242424242
"S01000961",110381.25
"S01000962",102015.478723404
"S01000963",89598.0392156863
"S01000964",189025.748344371
"S01000965",71285.7142857143
"S01000966",78781.25
"S01000967",82366.0714285714
"S01000968",178783.372881356
"S01000969",96936.2980769231
"S01000970",86414.3939393939
"S01000971",92000
"S01000972",123413.043478261
"S01000973",89375.2235294118
"S01000974",142046.153846154
"S01000975",181609.756097561
"S01000976",191301.282051282
"S01000977",172171.212121212
"S01000978",110415.384615385
"S01000979",109834.683544304
"S01000980",88738.5230769231
"S01000981",211039
"S01000982",165081.967213115
"S01000983",104219.583333333
"S01000984",216360.884615385
"S01000985",95627.9069767442
"S01000986",145737.804878049
"S01000987",161632.352941176
"S01000988",201196.96969697
"S01000989",155623.456140351
"S01000990",136058.441558442
"S01000991",171413.793103448
"S01000992",138516.483516484
"S01000993",124745.37037037
"S01000994",115706.349206349
"S01000995",127930.067567568
"S01000996",133678.588235294
"S01000997",143004.142857143
"S01000998",91311.3285714286
"S01000999",118351.612903226
"S01001000",109000.857142857
"S01001001",158428.378378378
"S01001002",88409.3898305085
"S01001003",122876.543209877
"S01001004",155268.382352941
"S01001005",190984.279411765
"S01001006",118746.153846154
"S01001007",101555.913978495
"S01001008",97628.3185840708
"S01001009",75905.7171717172
"S01001010",98442.0220588235
"S01001011",190500
"S01001012",127439.393939394
"S01001013",95558.4745762712
"S01001014",60961.9306930693
"S01001015",85773.4814814815
"S01001016",129604.938271605
"S01001017",92621.3114754098
"S01001018",80682.3736263736
"S01001019",64942.7450980392
"S01001020",93482.1428571429
"S01001021",139637.288135593
"S01001022",104911.6875
"S01001023",185021.276595745
"S01001024",147285.605095541
"S01001025",151339.968253968
"S01001026",146777.173076923
"S01001027",132083.333333333
"S01001028",77512.8205128205
"S01001029",78772.3636363636
"S01001030",188624.050632911
"S01001031",84297.0238095238
"S01001032",77344.8275862069
"S01001033",71914.2857142857
"S01001034",64688.0952380952
"S01001035",81906.25
"S01001036",79610.8571428571
"S01001037",75200.9649122807
"S01001038",145648.13559322
"S01001039",183466.4
"S01001040",154440.693333333
"S01001041",175348.837209302
"S01001042",118183.030534351
"S01001043",101016.393442623
"S01001044",134657.164705882
"S01001045",101573.770491803
"S01001046",185528.787878788
"S01001047",181023.529411765
"S01001048",112915.254237288
"S01001049",89743.9024390244
"S01001050",143237.293103448
"S01001051",87593.75
"S01001052",104269.35483871
"S01001053",145339.230769231
"S01001054",98333.0666666667
"S01001055",111100.774647887
"S01001056",82706.0227272727
"S01001057",176433.333333333
"S01001058",83066.3636363636
"S01001059",140097.75
"S01001060",91458.3333333333
"S01001061",95603.4482758621
"S01001062",180150.909090909
"S01001063",155591.666666667
"S01001064",87612.676056338
"S01001065",81303.8333333333
"S01001066",191647.045454545
"S01001067",221831.25
"S01001068",146179.245283019
"S01001069",159669.565217391
"S01001070",155811.688311688
"S01001071",157797.878787879
"S01001072",148669.72972973
"S01001073",142366.958333333
"S01001074",183380.833333333
"S01001075",108644.230769231
"S01001076",131279.130434783
"S01001077",145303.03030303
"S01001078",152761.70212766
"S01001079",201833
"S01001080",144126.506024096
"S01001081",192807.547169811
"S01001082",110104.7
