"datazone","Y2005Q1.price","Y2005Q2.price","Y2005Q3.price","Y2005Q4.price","Y2006Q1.price","Y2006Q2.price","Y2006Q3.price","Y2006Q4.price","Y2007Q1.price","Y2007Q2.price","Y2007Q3.price","Y2007Q4.price","Y2008Q1.price","Y2008Q2.price","Y2008Q3.price","Y2008Q4.price","Y2009Q1.price","Y2009Q2.price","Y2009Q3.price","Y2009Q4.price"
"S01003025",11.3928171460887,11.4241232367804,11.4152705213751,11.4322784974795,11.4891288762057,11.5204349668974,11.511582251492,11.5285902275964,11.581081596838,11.6123876875297,11.6035349721243,11.6205429482287,11.5649294305977,11.5962355212894,11.5873828058841,11.6043907819885,11.4539609194845,11.4852670101762,11.4764142947709,11.4934222708753
"S01003026",11.4006779634609,11.431864202265,11.4223392635215,11.4397027922766,11.4961786335502,11.5273648723543,11.5178399336108,11.5352034623659,11.587948552114,11.6191347909181,11.6096098521746,11.6269733809296,11.5745225444763,11.6057087832804,11.5961838445369,11.6135473732919,11.4610474856419,11.492233724446,11.4827087857025,11.5000723144575
"S01003027",11.3141488867311,11.3472735215115,11.3494747184412,11.358844901928,11.4217313830466,11.454856017827,11.4570572147567,11.4664273982435,11.5213248851257,11.5544495199062,11.5566507168358,11.5660209003227,11.4869673940932,11.5200920288736,11.5222932258033,11.5316634092902,11.3969678388478,11.4300924736283,11.4322936705579,11.4416638540448
"S01003029",11.4792335010075,11.5072493014827,11.4959133577419,11.5169728326892,11.5733843583648,11.60140015884,11.5900642150992,11.6111236900465,11.6625016942943,11.6905174947695,11.6791815510287,11.700241025976,11.64981941856,11.6778352190352,11.6664992752944,11.6875587502417,11.5286137112042,11.5566295116793,11.5452935679385,11.5663530428858
"S01003030",11.4782225711849,11.5068271674239,11.4945557848386,11.5154012291399,11.5714293480085,11.6000339442474,11.5877625616621,11.6086080059634,11.6599751309685,11.6885797272074,11.6763083446221,11.6971537889235,11.6546020120061,11.683206608245,11.6709352256597,11.691780669961,11.5281797075304,11.5567843037694,11.5445129211841,11.5653583654854
"S01003032",11.433815410648,11.4649842493792,11.4530127354525,11.4698470092811,11.5253934277444,11.5565622664757,11.544590752549,11.5614250263775,11.6146585475425,11.6458273862737,11.633855872347,11.6506901461755,11.6246092749946,11.6557781137259,11.6438065997992,11.6606408736277,11.49397170514,11.5251405438713,11.5131690299446,11.5300033037731
"S01003033",11.464674028392,11.4950030372003,11.4824451448477,11.5010099558323,11.5579579208357,11.5882869296441,11.5757290372914,11.5942938482761,11.6441361934003,11.6744652022086,11.6619073098559,11.6804721208406,11.6556854953305,11.6860145041388,11.6734566117861,11.6920214227708,11.5189139878883,11.5492429966967,11.536685104344,11.5552499153287
"S01003034",11.3138188364001,11.3465661907638,11.3494467130978,11.3595419096267,11.4227116906928,11.4554590450565,11.4583395673906,11.4684347639194,11.5231712997411,11.5559186541048,11.5587991764389,11.5688943729677,11.4877456990183,11.520493053382,11.5233735757161,11.5334687722449,11.3972558208593,11.430003175223,11.4328836975571,11.4429788940859
"S01003035",11.4214159493359,11.4530246230297,11.4411470340503,11.4575748238772,11.5109628459513,11.5425715196451,11.5306939306657,11.5471217204926,11.6039492716301,11.6355579453239,11.6236803563445,11.6401081461714,11.6070426154386,11.6386512891325,11.6267737001531,11.64320148998,11.4827405461809,11.5143492198747,11.5024716308953,11.5188994207223
"S01003036",11.4709835942798,11.501203932572,11.4884429506292,11.5072851612937,11.5641734316701,11.5943937699623,11.5816327880196,11.6004749986841,11.6501577424061,11.6803780806983,11.6676170987556,11.6864593094201,11.6617471160914,11.6919674543836,11.6792064724409,11.6980486831054,11.5239824086448,11.554202746937,11.5414417649943,11.5602839756588
"S01003037",11.2651079862365,11.2999207798241,11.3060275825581,11.3111047109605,11.3752868322026,11.4100996257901,11.4162064285242,11.4212835569265,11.4825039032974,11.5173166968849,11.523423499619,11.5285006280213,11.4457068294848,11.4805196230724,11.4866264258065,11.4917035542088,11.3591444087616,11.3939572023492,11.4000640050833,11.4051411334856
"S01003038",11.2868662686479,11.3201504079126,11.324698983241,11.3334249697507,11.3973525595381,11.4306366988029,11.4351852741312,11.4439112606409,11.5009029787349,11.5341871179996,11.538735693328,11.5474616798377,11.4646320779756,11.4979162172403,11.5024647925687,11.5111907790784,11.375798482053,11.4090826213178,11.4136311966461,11.4223571831558
"S01003039",11.3255234384921,11.3582966641071,11.3604237267919,11.3707876069153,11.4334552074134,11.4662284330284,11.4683554957132,11.4787193758366,11.532862365536,11.5656355911509,11.5677626538358,11.5781265339592,11.4977904851622,11.5305637107772,11.532690773462,11.5430546535854,11.406783885674,11.4395571112889,11.4416841739738,11.4520480540972
"S01003040",11.5243180038865,11.5528081010807,11.5381386268738,11.5598877041009,11.6135927899689,11.6420828871632,11.6274134129562,11.6491624901834,11.7020799382248,11.730570035419,11.7159005612121,11.7376496384392,11.7028137207727,11.731303817967,11.71663434376,11.7383834209872,11.5655643507001,11.5940544478944,11.5793849736874,11.6011340509146
"S01003041",11.2861193823025,11.3193939249473,11.3244220950159,11.3334945347012,11.3974045993554,11.4306791420002,11.4357073120688,11.4447797517541,11.5019522828617,11.5352268255065,11.5402549955751,11.5493274352604,11.4649783937584,11.4982529364032,11.5032811064718,11.5123535461571,11.3759225363152,11.4091970789599,11.4142252490286,11.4232976887138
"S01003042",11.4309569458301,11.4624799802384,11.450251181277,11.4667973931103,11.5190882662894,11.5506113006977,11.5383825017364,11.5549287135696,11.6123887206594,11.6439117550678,11.6316829561064,11.6482291679396,11.616083288473,11.6476063228813,11.63537752392,11.6519237357532,11.4909016589414,11.5224246933498,11.5101958943884,11.5267421062216
"S01003043",11.4329921333079,11.4647483188921,11.452329857868,11.4689533897716,11.5191241361622,11.5508803217464,11.5384618607222,11.5550853926259,11.6146879764262,11.6464441620104,11.6340257009862,11.6506492328899,11.6144402336452,11.6461964192294,11.6337779582052,11.6504014901089,11.4922186904182,11.5239748760024,11.5115564149783,11.5281799468819
"S01003044",11.4788472195408,11.5100430387274,11.497321284808,11.5135858025405,11.5657751111241,11.5969709303106,11.5842491763912,11.6005136941237,11.6555753261503,11.6867711453369,11.6740493914175,11.69031390915,11.666614354931,11.6978101741176,11.6850884201982,11.7013529379307,11.5303156601633,11.5615114793499,11.5487897254304,11.5650542431629
"S01003045",11.3271276307842,11.35908299332,11.3627164014147,11.3747292481068,11.437999822547,11.4699551850828,11.4735885931775,11.4856014398696,11.5390775535596,11.5710329160954,11.5746663241901,11.5866791708822,11.5018513419683,11.5338067045041,11.5374401125988,11.5494529592909,11.4096246863461,11.4415800488819,11.4452134569766,11.4572263036687
"S01003046",11.4391843120496,11.4710090423898,11.458409765664,11.4752494385979,11.5240820219123,11.5559067522525,11.5433074755267,11.5601471484606,11.6205114501439,11.6523361804842,11.6397369037583,11.6565765766922,11.6185540986013,11.6503788289415,11.6377795522157,11.6546192251496,11.4972342830714,11.5290590134116,11.5164597366858,11.5332994096197
"S01003047",11.5669030744704,11.5930773672065,11.5773870969866,11.6015157711018,11.6536214127701,11.6797957055062,11.6641054352863,11.6882341094015,11.7443949587071,11.7705692514432,11.7548789812233,11.7790076553385,11.7356088488733,11.7617831416094,11.7460928713896,11.7702215455047,11.5994615295909,11.625635822327,11.6099455521071,11.6340742262223
